Cell;Datetime;Data_Volume;PRB_Available_DL;PRB_Utilization_Percent
cell0012;2020-07-11 11:00:00;5764004.484277348;100.0;0.4333
cell0012;2020-07-11 12:00:00;5548901.652587891;100.0;0.4017
cell0012;2020-07-11 13:00:00;7435009.64355469;100.0;0.5133
cell0012;2020-07-11 14:00:00;6657732.903808597;100.0;0.4633
cell0012;2020-07-11 15:00:00;7984265.518139653;100.0;0.4717
cell0012;2020-07-11 16:00:00;7110308.157006833;100.0;0.4583
cell0012;2020-07-11 17:00:00;7816348.605957031;100.0;0.5533
cell0012;2020-07-11 18:00:00;7857032.68723145;100.0;0.5217
cell0012;2020-07-11 19:00:00;7312968.62563477;100.0;0.48
cell0012;2020-07-11 20:00:00;7567313.0859375;100.0;0.5317
cell0012;2020-07-11 21:00:00;10922793.042736804;100.0;0.7033
cell0012;2020-07-11 22:00:00;6527653.634753421;100.0;0.445
cell0012;2020-07-11 23:00:00;5215685.732922366;100.0;0.3233
cell0012;2020-07-12 00:00:00;3553907.2864257866;100.0;0.2117
cell0012;2020-07-12 01:00:00;2829496.013415525;100.0;0.1733
cell0012;2020-07-12 02:00:00;2314629.7911865287;100.0;0.1183
cell0012;2020-07-12 03:00:00;1245994.6204589892;100.0;0.0767
cell0012;2020-07-12 04:00:00;972295.47890625;100.0;0.065
cell0012;2020-07-12 05:00:00;1355852.2454589817;100.0;0.0833
cell0012;2020-07-12 06:00:00;1445085.1247314503;100.0;0.0817
cell0012;2020-07-12 07:00:00;3345938.1067382814;100.0;0.1983
cell0012;2020-07-12 08:00:00;3875265.4300781274;100.0;0.26
cell0012;2020-07-12 09:00:00;5310789.20859375;100.0;0.3367
cell0012;2020-07-12 10:00:00;5941808.528466799;100.0;0.4067
cell0012;2020-07-12 11:00:00;6716970.220971682;100.0;0.4433
cell0012;2020-07-12 12:00:00;7855603.738769531;100.0;0.52
cell0012;2020-07-12 13:00:00;6929252.3931640675;100.0;0.46
cell0012;2020-07-12 14:00:00;6917079.850769046;100.0;0.505
cell0012;2020-07-12 15:00:00;6608585.9375;100.0;0.4683
cell0012;2020-07-12 16:00:00;7627128.773803716;100.0;0.5217
cell0012;2020-07-12 17:00:00;8562604.65740967;100.0;0.6033
cell0012;2020-07-12 18:00:00;10310262.184875526;100.0;0.785
cell0012;2020-07-12 19:00:00;10369389.141613808;100.0;0.695
cell0012;2020-07-12 20:00:00;8673671.277026368;100.0;0.58
cell0012;2020-07-12 21:00:00;9069399.748132326;100.0;0.5883
cell0012;2020-07-12 22:00:00;9769449.838818362;100.0;0.6817
cell0012;2020-07-12 23:00:00;8030894.644042966;100.0;0.59
cell0012;2020-07-13 00:00:00;4235407.15429688;100.0;0.3
cell0012;2020-07-13 01:00:00;1138183.58203125;100.0;0.0783
cell0012;2020-07-13 02:00:00;1232420.5489379857;100.0;0.0733
cell0012;2020-07-13 03:00:00;1638364.2504882861;100.0;0.0933
cell0012;2020-07-13 04:00:00;2553403.1419311548;100.0;0.1517
cell0012;2020-07-13 05:00:00;2507849.126647947;100.0;0.1583
cell0012;2020-07-13 06:00:00;2183071.38255615;100.0;0.1483
cell0012;2020-07-13 07:00:00;2680407.0849609375;100.0;0.205
cell0012;2020-07-13 08:00:00;3059554.234448247;100.0;0.2317
cell0012;2020-07-13 09:00:00;6212803.4;100.0;0.4433
cell0012;2020-07-13 10:00:00;5992139.6719238255;100.0;0.4617
cell0012;2020-07-13 11:00:00;6349693.8408203125;100.0;0.4817
cell0012;2020-07-13 12:00:00;6908957.12342529;100.0;0.5633
cell0012;2020-07-13 13:00:00;6650919.168994144;100.0;0.5317
cell0012;2020-07-13 14:00:00;4786626.660498052;100.0;0.4
cell0012;2020-07-13 15:00:00;4408645.102514652;100.0;0.3383
cell0012;2020-07-13 16:00:00;5227597.228454593;100.0;0.3867
cell0012;2020-07-13 17:00:00;5638412.649926762;100.0;0.4367
cell0012;2020-07-13 18:00:00;7054866.126904297;100.0;0.5317
cell0012;2020-07-13 19:00:00;8786679.68698731;100.0;0.6017
cell0012;2020-07-13 20:00:00;7336842.215612796;100.0;0.4967
cell0012;2020-07-13 21:00:00;9387410.169531256;100.0;0.6267
cell0012;2020-07-13 22:00:00;7778740.209594731;100.0;0.5367
cell0012;2020-07-13 23:00:00;6311308.604003911;100.0;0.3617
cell0012;2020-07-14 00:00:00;5470457.509326177;100.0;0.2817
cell0012;2020-07-14 01:00:00;2476726.353735349;100.0;0.1567
cell0012;2020-07-14 02:00:00;2422399.0795532204;100.0;0.14
cell0012;2020-07-14 03:00:00;1787709.4837158252;100.0;0.095
cell0012;2020-07-14 04:00:00;1465919.4646484375;100.0;0.0783
cell0012;2020-07-14 05:00:00;3206787.0298095755;100.0;0.17
cell0012;2020-07-14 06:00:00;1966691.4352539063;100.0;0.1467
cell0012;2020-07-14 07:00:00;2966011.515502935;100.0;0.225
cell0012;2020-07-14 08:00:00;2427846.4171630912;100.0;0.1933
cell0012;2020-07-14 09:00:00;4724194.157775876;100.0;0.3267
cell0012;2020-07-14 10:00:00;4673690.700878906;100.0;0.3133
cell0012;2020-07-14 11:00:00;4405430.859374997;100.0;0.3383
cell0012;2020-07-14 12:00:00;5138565.985461423;100.0;0.4183
cell0012;2020-07-14 13:00:00;5791347.241796875;100.0;0.4683
cell0012;2020-07-14 14:00:00;5314408.043591306;100.0;0.4033
cell0012;2020-07-14 15:00:00;7248610.806518559;100.0;0.44
cell0012;2020-07-14 16:00:00;4700921.012512204;100.0;0.3667
cell0012;2020-07-14 17:00:00;6174846.608251951;100.0;0.4633
cell0012;2020-07-14 18:00:00;7976871.94776611;100.0;0.5117
cell0012;2020-07-14 19:00:00;7486356.835107419;100.0;0.535
cell0012;2020-07-14 20:00:00;7572740.775622556;100.0;0.535
cell0012;2020-07-14 21:00:00;8944433.979345703;100.0;0.6417
cell0012;2020-07-14 22:00:00;7441219.323852542;100.0;0.4633
cell0012;2020-07-14 23:00:00;4502212.319335935;100.0;0.3033
cell0012;2020-07-15 00:00:00;3112978.7832519584;100.0;0.2183
cell0012;2020-07-15 01:00:00;1706469.3626953126;100.0;0.1033
cell0012;2020-07-15 02:00:00;755368.7319335942;100.0;0.06
cell0012;2020-07-15 03:00:00;758583.5142456059;100.0;0.0717
cell0012;2020-07-15 04:00:00;1020012.0121582082;100.0;0.0667
cell0012;2020-07-15 05:00:00;1892560.0863647487;100.0;0.1117
cell0012;2020-07-15 06:00:00;1971094.4320312547;100.0;0.1467
cell0012;2020-07-15 07:00:00;2276391.6309814504;100.0;0.2
cell0012;2020-07-15 08:00:00;4027194.906152344;100.0;0.2633
cell0012;2020-07-15 09:00:00;4968483.7125;100.0;0.2917
cell0012;2020-07-15 10:00:00;4979866.958349614;100.0;0.3867
cell0012;2020-07-15 11:00:00;6208491.138916018;100.0;0.4417
cell0012;2020-07-15 12:00:00;5426970.353942874;100.0;0.45
cell0012;2020-07-15 13:00:00;5693008.472607426;100.0;0.435
cell0012;2020-07-15 14:00:00;6642071.086083987;100.0;0.4883
cell0012;2020-07-15 15:00:00;4385779.164233401;100.0;0.3583
cell0012;2020-07-15 16:00:00;5329793.922363281;100.0;0.4067
cell0012;2020-07-15 17:00:00;6233729.456030271;100.0;0.455
cell0012;2020-07-15 18:00:00;6741956.306640625;100.0;0.4717
cell0012;2020-07-15 19:00:00;7405014.58747559;100.0;0.5167
cell0012;2020-07-15 20:00:00;8044622.054931641;100.0;0.58
cell0012;2020-07-15 21:00:00;8016256.766308594;100.0;0.5133
cell0012;2020-07-15 22:00:00;6710000.228759768;100.0;0.4433
cell0012;2020-07-15 23:00:00;5081787.122277829;100.0;0.3217
cell0012;2020-07-16 00:00:00;4165520.429443357;100.0;0.2533
cell0012;2020-07-16 01:00:00;1962353.4425170925;100.0;0.135
cell0012;2020-07-16 02:00:00;1622265.6921386744;100.0;0.085
cell0012;2020-07-16 03:00:00;1124816.6837280248;100.0;0.0617
cell0012;2020-07-16 04:00:00;1450129.2077636693;100.0;0.0767
cell0012;2020-07-16 05:00:00;1296593.1845947239;100.0;0.0833
cell0012;2020-07-16 06:00:00;2138814.469921875;100.0;0.165
cell0012;2020-07-16 07:00:00;2890740.546777344;100.0;0.2433
cell0012;2020-07-16 08:00:00;3378890.6887817406;100.0;0.2467
cell0012;2020-07-16 09:00:00;4994875.801147466;100.0;0.3467
cell0012;2020-07-16 10:00:00;5654325.498046875;100.0;0.37
cell0012;2020-07-16 11:00:00;5388837.510253906;100.0;0.405
cell0012;2020-07-16 12:00:00;6108356.5732177785;100.0;0.52
cell0012;2020-07-16 13:00:00;6694724.3789550755;100.0;0.5417
cell0012;2020-07-16 14:00:00;6669619.39517822;100.0;0.465
cell0012;2020-07-16 15:00:00;6363058.091088864;100.0;0.4417
cell0012;2020-07-16 16:00:00;5456371.192932126;100.0;0.4
cell0012;2020-07-16 17:00:00;7581043.787292478;100.0;0.5317
cell0012;2020-07-16 18:00:00;10149577.4743286;100.0;0.6283
cell0012;2020-07-16 19:00:00;8422695.334716793;100.0;0.5717
cell0012;2020-07-16 20:00:00;8255139.565234375;100.0;0.5517
cell0012;2020-07-16 21:00:00;7618998.736560062;100.0;0.485
cell0012;2020-07-16 22:00:00;6938767.894165044;100.0;0.4517
cell0012;2020-07-16 23:00:00;6762352.4140625;100.0;0.3933
cell0012;2020-07-17 00:00:00;5843100.736096188;100.0;0.3217
cell0012;2020-07-17 01:00:00;3515726.197998052;100.0;0.1883
cell0012;2020-07-17 02:00:00;2149414.648291018;100.0;0.1133
cell0012;2020-07-17 03:00:00;1172705.6671142553;100.0;0.0767
cell0012;2020-07-17 04:00:00;1384712.967773435;100.0;0.08
cell0012;2020-07-17 05:00:00;2340206.338696294;100.0;0.12
cell0012;2020-07-17 06:00:00;2873989.2126464844;100.0;0.2
cell0012;2020-07-17 07:00:00;4150993.885839849;100.0;0.2767
cell0012;2020-07-17 08:00:00;3611592.5329834037;100.0;0.2817
cell0012;2020-07-17 09:00:00;5567846.479248047;100.0;0.3833
cell0012;2020-07-17 10:00:00;4163777.646789548;100.0;0.325
cell0012;2020-07-17 11:00:00;5577117.144897466;100.0;0.4133
cell0012;2020-07-17 12:00:00;7347495.4616699265;100.0;0.5333
cell0012;2020-07-17 13:00:00;5421285.011901853;100.0;0.4467
cell0012;2020-07-17 14:00:00;6140758.606933597;100.0;0.4267
cell0012;2020-07-17 15:00:00;5588151.784277344;100.0;0.395
cell0012;2020-07-17 16:00:00;5045199.743188481;100.0;0.3583
cell0012;2020-07-17 17:00:00;7873440.543395993;100.0;0.5367
cell0012;2020-07-17 18:00:00;8940579.228369141;100.0;0.6133
cell0012;2020-07-17 19:00:00;9247503.815734861;100.0;0.685
cell0012;2020-07-17 20:00:00;8296980.010119626;100.0;0.6367
cell0012;2020-07-17 21:00:00;9107706.949707033;100.0;0.6617
cell0012;2020-07-17 22:00:00;7287103.63435059;100.0;0.5067
cell0012;2020-07-17 23:00:00;5573846.745556645;100.0;0.3333
cell0012;2020-07-18 00:00:00;4951421.041882321;100.0;0.2917
cell0012;2020-07-18 01:00:00;2244724.426806646;100.0;0.1467
cell0012;2020-07-18 02:00:00;1868731.8056518529;100.0;0.115
cell0012;2020-07-18 03:00:00;782196.5481445312;100.0;0.06
cell0012;2020-07-18 04:00:00;963942.3807617187;100.0;0.0583
cell0012;2020-07-18 05:00:00;417248.51705322316;100.0;0.0633
cell0012;2020-07-18 06:00:00;1831007.4266601612;100.0;0.155
cell0012;2020-07-18 07:00:00;2278442.8407959007;100.0;0.1383
cell0012;2020-07-18 08:00:00;4083198.7847412084;100.0;0.275
cell0012;2020-07-18 09:00:00;4305405.268835447;100.0;0.2967
cell0012;2020-07-18 10:00:00;6409126.244042968;100.0;0.4583
cell0012;2020-07-18 11:00:00;4782275.491333005;100.0;0.3383
cell0012;2020-07-18 12:00:00;5626515.31772461;100.0;0.4133
cell0012;2020-07-18 13:00:00;6862063.353881841;100.0;0.53
cell0012;2020-07-18 14:00:00;6298159.79003906;100.0;0.465
cell0012;2020-07-18 15:00:00;6364289.936291501;100.0;0.4533
cell0012;2020-07-18 16:00:00;7475621.109777835;100.0;0.5517
cell0012;2020-07-18 17:00:00;7810449.019140628;100.0;0.55
cell0012;2020-07-18 18:00:00;8662574.04038086;100.0;0.5617
cell0012;2020-07-18 19:00:00;8971904.454541015;100.0;0.6083
cell0012;2020-07-18 20:00:00;8542137.92706299;100.0;0.5817
cell0012;2020-07-18 21:00:00;7926734.416809079;100.0;0.5817
cell0012;2020-07-18 22:00:00;6700024.2838623095;100.0;0.4367
cell0012;2020-07-18 23:00:00;7207574.571716306;100.0;0.4433
cell0012;2020-07-19 00:00:00;3950007.937646482;100.0;0.2333
cell0012;2020-07-19 01:00:00;2720874.968334966;100.0;0.1867
cell0012;2020-07-19 02:00:00;2339342.7514892602;100.0;0.1367
cell0012;2020-07-19 03:00:00;2392359.395178225;100.0;0.2217
cell0012;2020-07-19 04:00:00;440040.15043945366;100.0;0.0533
cell0012;2020-07-19 05:00:00;1807972.1637084936;100.0;0.0967
cell0012;2020-07-19 06:00:00;1294284.074267578;100.0;0.0983
cell0012;2020-07-19 07:00:00;2503166.434716802;100.0;0.1683
cell0012;2020-07-19 08:00:00;4046730.9433959983;100.0;0.2717
cell0012;2020-07-19 09:00:00;6568337.88125;100.0;0.4317
cell0012;2020-07-19 10:00:00;6296220.292895513;100.0;0.4267
cell0012;2020-07-19 11:00:00;8390518.712792974;100.0;0.5067
cell0012;2020-07-19 12:00:00;8046019.716247556;100.0;0.6017
cell0012;2020-07-19 13:00:00;7700179.065869145;100.0;0.5533
cell0012;2020-07-19 14:00:00;6057652.855700687;100.0;0.4333
cell0012;2020-07-19 15:00:00;6675970.69360352;100.0;0.4867
cell0012;2020-07-19 16:00:00;9538364.535766607;100.0;0.63
cell0012;2020-07-19 17:00:00;10335568.568115247;100.0;0.71
cell0012;2020-07-19 18:00:00;8560873.840234375;100.0;0.6
cell0012;2020-07-19 19:00:00;9483927.884729005;100.0;0.61
cell0012;2020-07-19 20:00:00;9962458.795996144;100.0;0.6617
cell0012;2020-07-19 21:00:00;9323767.767126467;100.0;0.6217
cell0012;2020-07-19 22:00:00;12122713.70419927;100.0;0.7183
cell0012;2020-07-19 23:00:00;10101582.109533679;100.0;0.5717
cell0012;2020-07-20 00:00:00;4839647.275524905;100.0;0.265
cell0012;2020-07-20 01:00:00;3205188.615576172;100.0;0.1417
cell0012;2020-07-20 02:00:00;2050665.9766479519;100.0;0.1183
cell0012;2020-07-20 03:00:00;769478.4747314458;100.0;0.0783
cell0012;2020-07-20 04:00:00;857829.0102294927;100.0;0.0633
cell0012;2020-07-20 05:00:00;1024337.3754882812;100.0;0.0733
cell0012;2020-07-20 06:00:00;3018000.9521484375;100.0;0.1917
cell0012;2020-07-20 07:00:00;4279304.270019534;100.0;0.3133
cell0012;2020-07-20 08:00:00;4543331.291625979;100.0;0.3283
cell0012;2020-07-20 09:00:00;5166263.369445798;100.0;0.3717
cell0012;2020-07-20 10:00:00;5225431.437707516;100.0;0.3967
cell0012;2020-07-20 11:00:00;5541897.155932615;100.0;0.43
cell0012;2020-07-20 12:00:00;6517153.214831546;100.0;0.5367
cell0012;2020-07-20 13:00:00;6036626.433642583;100.0;0.495
cell0012;2020-07-20 14:00:00;6642774.95234375;100.0;0.485
cell0012;2020-07-20 15:00:00;7182044.0625;100.0;0.5317
cell0012;2020-07-20 16:00:00;6924139.031909177;100.0;0.5367
cell0012;2020-07-20 17:00:00;6901989.443164063;100.0;0.475
cell0012;2020-07-20 18:00:00;7299591.369152835;100.0;0.5833
cell0012;2020-07-20 19:00:00;8678110.206481935;100.0;0.6017
cell0012;2020-07-20 20:00:00;6645999.111511228;100.0;0.535
cell0012;2020-07-20 21:00:00;7945115.260961912;100.0;0.5133
cell0012;2020-07-20 22:00:00;7134663.69628906;100.0;0.4483
cell0012;2020-07-20 23:00:00;3838311.452636724;100.0;0.2417
cell0012;2020-07-21 00:00:00;2703849.296142576;100.0;0.175
cell0012;2020-07-21 01:00:00;2120626.1017089896;100.0;0.15
cell0012;2020-07-21 02:00:00;1584629.2722778295;100.0;0.1167
cell0012;2020-07-21 03:00:00;1270285.090881345;100.0;0.12
cell0012;2020-07-21 04:00:00;718013.7229003911;100.0;0.0633
cell0012;2020-07-21 05:00:00;1194618.3807128905;100.0;0.0833
cell0012;2020-07-21 06:00:00;2901090.2673339895;100.0;0.2167
cell0012;2020-07-21 07:00:00;3406012.3006103537;100.0;0.2367
cell0012;2020-07-21 08:00:00;3693574.7050781273;100.0;0.2617
cell0012;2020-07-21 09:00:00;4271605.71672363;100.0;0.3233
cell0012;2020-07-21 10:00:00;5143900.153027346;100.0;0.36
cell0012;2020-07-21 11:00:00;4695011.730029297;100.0;0.33
cell0012;2020-07-21 12:00:00;7153756.99661865;100.0;0.5667
cell0012;2020-07-21 13:00:00;7012641.423339844;100.0;0.5483
cell0012;2020-07-21 14:00:00;6219633.767431644;100.0;0.4517
cell0012;2020-07-21 15:00:00;5959663.233886716;100.0;0.4583
cell0012;2020-07-21 16:00:00;7907110.7431640625;100.0;0.605
cell0012;2020-07-21 17:00:00;7510868.102111819;100.0;0.4983
cell0012;2020-07-21 18:00:00;9395861.1390625;100.0;0.6267
cell0012;2020-07-21 19:00:00;8224865.938696287;100.0;0.5633
cell0012;2020-07-21 20:00:00;8008121.666625974;100.0;0.525
cell0012;2020-07-21 21:00:00;6890290.416650395;100.0;0.4283
cell0012;2020-07-21 22:00:00;6187085.4908935595;100.0;0.3917
cell0012;2020-07-21 23:00:00;5029648.92813721;100.0;0.3017
cell0012;2020-07-22 00:00:00;3448411.7992675756;100.0;0.245
cell0012;2020-07-22 01:00:00;3587315.7374755912;100.0;0.215
cell0012;2020-07-22 02:00:00;3177323.3609741186;100.0;0.1717
cell0012;2020-07-22 03:00:00;1447114.4920898487;100.0;0.085
cell0012;2020-07-22 04:00:00;2288486.6403808645;100.0;0.1167
cell0012;2020-07-22 05:00:00;2097666.497753909;100.0;0.1117
cell0012;2020-07-22 06:00:00;3510815.3060302786;100.0;0.225
cell0012;2020-07-22 07:00:00;3367455.1898193336;100.0;0.2383
cell0012;2020-07-22 08:00:00;5819952.097375491;100.0;0.3467
cell0012;2020-07-22 09:00:00;4130754.8220703104;100.0;0.2817
cell0012;2020-07-22 10:00:00;5646763.8444946315;100.0;0.4167
cell0012;2020-07-22 11:00:00;5857138.9423828125;100.0;0.4067
cell0012;2020-07-22 12:00:00;7297065.418664553;100.0;0.5983
cell0012;2020-07-22 13:00:00;6146500.709008793;100.0;0.465
cell0012;2020-07-22 14:00:00;6075412.721118169;100.0;0.4383
cell0012;2020-07-22 15:00:00;7310541.727551272;100.0;0.5117
cell0012;2020-07-22 16:00:00;6019753.607458499;100.0;0.435
cell0012;2020-07-22 17:00:00;5700458.2078125;75.0;0.5617
cell0012;2020-07-22 18:00:00;7986523.521740725;100.0;0.5567
cell0012;2020-07-22 19:00:00;7943411.402893069;100.0;0.5467
cell0012;2020-07-22 20:00:00;7779373.610278323;100.0;0.5967
cell0012;2020-07-22 21:00:00;9147961.087890625;100.0;0.68
cell0012;2020-07-22 22:00:00;6411909.347607422;100.0;0.5283
cell0012;2020-07-22 23:00:00;6231564.714648438;100.0;0.4317
cell0012;2020-07-23 00:00:00;4036091.0572265624;100.0;0.2567
cell0012;2020-07-23 01:00:00;2805415.40527344;100.0;0.1967
cell0012;2020-07-23 02:00:00;2259222.530395513;100.0;0.1317
cell0012;2020-07-23 03:00:00;731873.0993652348;100.0;0.0533
cell0012;2020-07-23 04:00:00;912908.0484008794;100.0;0.0633
cell0012;2020-07-23 05:00:00;934132.4487304688;100.0;0.0683
cell0012;2020-07-23 06:00:00;2147963.355285642;100.0;0.1767
cell0012;2020-07-23 07:00:00;2855618.264453125;100.0;0.205
cell0012;2020-07-23 08:00:00;4727950.086291507;100.0;0.3317
cell0012;2020-07-23 09:00:00;4145335.3985839845;100.0;0.3067
cell0012;2020-07-23 10:00:00;4914839.9596435595;100.0;0.35
cell0012;2020-07-23 11:00:00;6309631.956665042;100.0;0.44
cell0012;2020-07-23 12:00:00;8263992.7565185595;100.0;0.67
cell0012;2020-07-23 13:00:00;8490357.89296875;100.0;0.7217
cell0012;2020-07-23 14:00:00;8114943.458044437;100.0;0.5933
cell0012;2020-07-23 15:00:00;6900419.473681638;100.0;0.5167
cell0012;2020-07-23 16:00:00;6423066.109863281;100.0;0.505
cell0012;2020-07-23 17:00:00;7797532.533947751;100.0;0.585
cell0012;2020-07-23 18:00:00;8256808.57390137;100.0;0.5967
cell0012;2020-07-23 19:00:00;8323702.512988279;100.0;0.6333
cell0012;2020-07-23 20:00:00;8629406.389160162;100.0;0.6267
cell0012;2020-07-23 21:00:00;7717337.770898437;100.0;0.5333
cell0012;2020-07-23 22:00:00;8356616.7587890625;100.0;0.54
cell0012;2020-07-23 23:00:00;6170572.221423337;100.0;0.39
cell0012;2020-07-24 00:00:00;5804028.852062985;100.0;0.295
cell0012;2020-07-24 01:00:00;3289895.2207397437;100.0;0.1967
cell0012;2020-07-24 02:00:00;1014416.7195922877;100.0;0.055
cell0012;2020-07-24 03:00:00;452811.75048828125;100.0;0.06
cell0012;2020-07-24 04:00:00;1215050.8300048802;100.0;0.0717
cell0012;2020-07-24 05:00:00;2175000.6338378885;100.0;0.13
cell0012;2020-07-24 06:00:00;2295793.1758544897;100.0;0.1783
cell0012;2020-07-24 07:00:00;2944208.5258544898;100.0;0.2083
cell0012;2020-07-24 08:00:00;4631112.234838872;100.0;0.2767
cell0012;2020-07-24 09:00:00;4360065.235400391;100.0;0.2967
cell0012;2020-07-24 10:00:00;5008738.8076171875;100.0;0.37
cell0012;2020-07-24 11:00:00;6176838.478271489;100.0;0.5167
cell0012;2020-07-24 12:00:00;5837501.691796875;100.0;0.5233
cell0012;2020-07-24 13:00:00;7287345.837341306;100.0;0.5933
cell0012;2020-07-24 14:00:00;6354620.554394531;100.0;0.5517
cell0012;2020-07-24 15:00:00;5990494.020410156;100.0;0.47
cell0012;2020-07-24 16:00:00;6605756.708679196;100.0;0.57
cell0012;2020-07-24 17:00:00;8063805.731469723;100.0;0.5983
cell0012;2020-07-24 18:00:00;8482214.92609864;100.0;0.5883
cell0012;2020-07-24 19:00:00;7547035.42785645;100.0;0.5883
cell0012;2020-07-24 20:00:00;8925957.310839845;100.0;0.655
cell0012;2020-07-24 21:00:00;8685185.521215823;100.0;0.61
cell0012;2020-07-24 22:00:00;7422645.838500981;100.0;0.5433
cell0012;2020-07-24 23:00:00;5863541.4583252;100.0;0.3617
cell0012;2020-07-25 00:00:00;5077118.549047849;100.0;0.32
cell0012;2020-07-25 01:00:00;6419090.068688962;100.0;0.3717
cell0012;2020-07-25 02:00:00;4033942.0987304687;100.0;0.245
cell0012;2020-07-25 03:00:00;2986495.556640625;100.0;0.17
cell0012;2020-07-25 04:00:00;1384251.6687011693;100.0;0.0967
cell0012;2020-07-25 05:00:00;2172461.263110354;100.0;0.15
cell0012;2020-07-25 06:00:00;2093407.943115232;100.0;0.1383
cell0012;2020-07-25 07:00:00;4143690.616894531;100.0;0.2583
cell0012;2020-07-25 08:00:00;4775041.456933593;100.0;0.305
cell0012;2020-07-25 09:00:00;6745334.204516605;100.0;0.385
cell0012;2020-07-25 10:00:00;7337002.649963382;100.0;0.4717
cell0012;2020-07-25 11:00:00;8465765.268310552;100.0;0.6233
cell0012;2020-07-25 12:00:00;9154974.130664067;100.0;0.7517
cell0012;2020-07-25 13:00:00;8824280.083801268;100.0;0.6717
cell0012;2020-07-25 14:00:00;6169031.459777829;100.0;0.48
cell0012;2020-07-25 15:00:00;7177538.096350101;100.0;0.5533
cell0012;2020-07-25 16:00:00;8580372.008642577;100.0;0.65
cell0012;2020-07-25 17:00:00;9160422.712951658;100.0;0.6933
cell0012;2020-07-25 18:00:00;8349570.717041013;100.0;0.6633
cell0012;2020-07-25 19:00:00;8244411.60703125;100.0;0.6383
cell0012;2020-07-25 20:00:00;7206268.67600098;100.0;0.505
cell0012;2020-07-25 21:00:00;7808010.81484375;100.0;0.6333
cell0012;2020-07-25 22:00:00;7293408.783398437;100.0;0.56
cell0012;2020-07-25 23:00:00;6023374.58294678;100.0;0.4267
cell0012;2020-07-26 00:00:00;4772375.873156736;100.0;0.2917
cell0012;2020-07-26 01:00:00;3334575.7836547876;100.0;0.2267
cell0012;2020-07-26 02:00:00;1317523.956640625;100.0;0.085
cell0012;2020-07-26 03:00:00;819133.1143432622;100.0;0.09
cell0012;2020-07-26 04:00:00;1249853.626818845;100.0;0.1
cell0012;2020-07-26 05:00:00;1187911.6428955053;100.0;0.1
cell0012;2020-07-26 06:00:00;1268718.0317504858;100.0;0.0867
cell0012;2020-07-26 07:00:00;2452582.5456298804;100.0;0.2067
cell0012;2020-07-26 08:00:00;4938958.25859375;100.0;0.3183
cell0012;2020-07-26 09:00:00;5821163.7370605515;100.0;0.4067
cell0012;2020-07-26 10:00:00;6527933.343945312;100.0;0.4667
cell0012;2020-07-26 11:00:00;7021152.544140622;100.0;0.5567
cell0012;2020-07-26 12:00:00;8617717.550390627;100.0;0.67
cell0012;2020-07-26 13:00:00;7665443.095971682;100.0;0.5783
cell0012;2020-07-26 14:00:00;8619917.517773444;100.0;0.5917
cell0012;2020-07-26 15:00:00;9018214.2390625;100.0;0.62
cell0012;2020-07-26 16:00:00;8481274.36750489;100.0;0.6267
cell0012;2020-07-26 17:00:00;8948864.884277342;100.0;0.655
cell0012;2020-07-26 18:00:00;9027053.160900878;100.0;0.6183
cell0012;2020-07-26 19:00:00;7143255.128430173;100.0;0.495
cell0012;2020-07-26 20:00:00;8091751.782775882;100.0;0.5533
cell0012;2020-07-26 21:00:00;9827030.920483405;100.0;0.6483
cell0012;2020-07-26 22:00:00;6114962.696960452;100.0;0.435
cell0012;2020-07-26 23:00:00;6401204.158276372;100.0;0.3683
cell0012;2020-07-27 00:00:00;4671009.5084838895;100.0;0.3017
cell0012;2020-07-27 01:00:00;1843446.6114990208;100.0;0.1133
cell0012;2020-07-27 02:00:00;1863266.96777344;100.0;0.1083
cell0012;2020-07-27 03:00:00;979560.9396972661;100.0;0.08
cell0012;2020-07-27 04:00:00;979789.3073730469;100.0;0.0733
cell0012;2020-07-27 05:00:00;1515429.2782104518;100.0;0.1117
cell0012;2020-07-27 06:00:00;1195151.1993164113;100.0;0.1083
cell0012;2020-07-27 07:00:00;3226108.1578247095;100.0;0.2483
cell0012;2020-07-27 08:00:00;3430839.5232910207;100.0;0.2267
cell0012;2020-07-27 09:00:00;4951199.941894531;100.0;0.3467
cell0012;2020-07-27 10:00:00;4279362.744042968;100.0;0.3267
cell0012;2020-07-27 11:00:00;5120813.704443364;100.0;0.4333
cell0012;2020-07-27 12:00:00;6888137.482055667;100.0;0.605
cell0012;2020-07-27 13:00:00;8412119.905871585;100.0;0.7183
cell0012;2020-07-27 14:00:00;6371950.395739749;100.0;0.6233
cell0012;2020-07-27 15:00:00;6347425.7928466825;100.0;0.51
cell0012;2020-07-27 16:00:00;6538840.198046875;100.0;0.535
cell0012;2020-07-27 17:00:00;7468224.111132813;100.0;0.6333
cell0012;2020-07-27 18:00:00;7680627.525842282;100.0;0.5867
cell0012;2020-07-27 19:00:00;10686048.944873009;100.0;0.825
cell0012;2020-07-27 20:00:00;10111148.269409204;100.0;0.7983
cell0012;2020-07-27 21:00:00;8958784.219091803;100.0;0.6733
cell0012;2020-07-27 22:00:00;5704896.909228516;100.0;0.445
cell0012;2020-07-27 23:00:00;3611239.4317382863;100.0;0.245
cell0012;2020-07-28 00:00:00;3852051.3977050832;100.0;0.1833
cell0012;2020-07-28 01:00:00;2148544.017993162;100.0;0.1083
